shop,platform,categorie,sous_categorie,marque,produit,prix,ancien_prix,remise_pct,stock,en_promo,rating,url_produit,stock_bin,promo_bin,prix_score,remise_norm,score_popularite,top_k,log_prix,segment_prix,shop_id,categorie_id,platform_id,cluster,cluster_nom,pca1,pca2,dbscan_label
Lhmiza,WooCommerce,Parfums,Parfums,,Dorall Collection ALWAYS ON MY MIND Pour FEMME EAU DE TOILETTE 100ml,200.0,69.0,66.0,En stock,Oui,0.0,,1,1,0.967,0.66,0.9238,1,5.303304908059076,mid-range,4,16,1,1,Premium,3.933994141781353,2.006405394725117,2
Lasolda,WooCommerce,Beauté & Sport,Beauté & Sport,,Mascara volume lash Waterp...,49.0,149.0,67.0,En stock,Oui,0.0,,1,1,0.9542,0.67,0.9226,1,3.912023005428146,low-cost,3,2,1,4,Low-cost,2.6070497129176564,2.9644094624334896,3
Lasolda,WooCommerce,Beauté & Sport,Beauté & Sport,,Éponge en silicone Multifon...,29.0,70.0,59.0,En stock,Oui,0.0,,1,1,0.9924,0.59,0.9161,1,3.4011973816621555,low-cost,3,2,1,4,Low-cost,2.2989465227778734,3.1109345679897498,3
Lasolda,WooCommerce,Beauté & Sport,Beauté & Sport,,Support Bague Pour Vernis,29.0,69.0,58.0,En stock,Oui,0.0,,1,1,0.9924,0.58,0.9141,1,3.4011973816621555,low-cost,3,2,1,4,Low-cost,2.2856984441769783,3.0819037779090737,3
Lhmiza,WooCommerce,Parfums,Parfums,,Sandora Collection Club 747 Pour Femme EAU DE PARFUM 100ml,200.0,79.0,61.0,En stock,Oui,0.0,,1,1,0.967,0.61,0.9138,1,5.303304908059076,mid-range,4,16,1,1,Premium,3.86775374877688,1.8612514443217365,2
Lhmiza,WooCommerce,Parfums,Parfums,,Sandora Collection True Blue Pour Femme EAU DE PARFUM 100ml,200.0,79.0,61.0,En stock,Oui,0.0,,1,1,0.967,0.61,0.9138,1,5.303304908059076,mid-range,4,16,1,1,Premium,3.86775374877688,1.8612514443217365,2
Lhmiza,WooCommerce,Parfums,Parfums,,Sandora Collection Beyond Heat Pour Femme Eau de Parfum 100ml,200.0,79.0,61.0,En stock,Oui,0.0,,1,1,0.967,0.61,0.9138,1,5.303304908059076,mid-range,4,16,1,1,Premium,3.86775374877688,1.8612514443217365,2
Lhmiza,WooCommerce,Parfums,Parfums,,Sandora Collection Fancy Pour Femme Eau de Parfum 100ml,200.0,79.0,61.0,En stock,Oui,0.0,,1,1,0.967,0.61,0.9138,1,5.303304908059076,mid-range,4,16,1,1,Premium,3.86775374877688,1.8612514443217365,2
Lhmiza,WooCommerce,Parfums,Parfums,,Sandora Collection Mistress Pour Femme Eau de Parfum 100ml,200.0,79.0,61.0,En stock,Oui,0.0,,1,1,0.967,0.61,0.9138,1,5.303304908059076,mid-range,4,16,1,1,Premium,3.86775374877688,1.8612514443217365,2
Lhmiza,WooCommerce,Parfums,Parfums,,Sandora Collection Catwalk Pour Femme Eau de Parfum 100ml,200.0,79.0,61.0,En stock,Oui,0.0,,1,1,0.967,0.61,0.9138,1,5.303304908059076,mid-range,4,16,1,1,Premium,3.86775374877688,1.8612514443217365,2
Lhmiza,WooCommerce,Parfums,Parfums,,Sandora Collection High Class Pour Femme Eau de Parfum 100ml,200.0,79.0,61.0,En stock,Oui,0.0,,1,1,0.967,0.61,0.9138,1,5.303304908059076,mid-range,4,16,1,1,Premium,3.86775374877688,1.8612514443217365,2
Lhmiza,WooCommerce,Parfums,Parfums,,Sandora Collection Paris Mademoiselle Pour Femme Eau de Parfum 100ml,200.0,79.0,61.0,En stock,Oui,0.0,,1,1,0.967,0.61,0.9138,1,5.303304908059076,mid-range,4,16,1,1,Premium,3.86775374877688,1.8612514443217365,2
Lhmiza,WooCommerce,Parfums,Parfums,,Sandora Collection Infinity Pour Femme Eau de Parfum 100ml,200.0,79.0,61.0,En stock,Oui,0.0,,1,1,0.967,0.61,0.9138,1,5.303304908059076,mid-range,4,16,1,1,Premium,3.86775374877688,1.8612514443217365,2
Lhmiza,WooCommerce,Parfums,Parfums,,Sandora Collection Catch Pour Femme Eau de Parfum 100ml,200.0,79.0,61.0,En stock,Oui,0.0,,1,1,0.967,0.61,0.9138,1,5.303304908059076,mid-range,4,16,1,1,Premium,3.86775374877688,1.8612514443217365,2
Lasolda,WooCommerce,Maison,Maison,,Fouet électrique Pour fair...,29.0,59.0,51.0,En stock,Oui,0.0,,1,1,0.996,0.51,0.901,1,3.4011973816621555,low-cost,3,13,1,4,Low-cost,2.429316213214767,2.947313372370244,-1
Lhmiza,WooCommerce,Beauté,Beauté,,Jaysuing Huile Anti-Chute pour les Cheveux 100ml,200.0,89.0,56.0,En stock,Oui,0.0,,1,1,0.932,0.56,0.895,1,5.303304908059076,mid-range,4,1,1,1,Premium,3.4560583205093445,1.593565782264309,3
Lhmiza,WooCommerce,Parfums,Parfums,,Rose de Fragluxe pour Femme Eau de Toilette 100ml,200.0,99.0,51.0,En stock,Oui,0.0,,1,1,0.967,0.51,0.8938,1,5.303304908059076,mid-range,4,16,1,1,Premium,3.7352729627679335,1.570943543514975,2
Lhmiza,WooCommerce,Parfums,Parfums,,Extasia de Fragluxe Pour Femme Eau de Toilette 100ml,200.0,99.0,51.0,En stock,Oui,0.0,,1,1,0.967,0.51,0.8938,1,5.303304908059076,mid-range,4,16,1,1,Premium,3.7352729627679335,1.570943543514975,2
Lhmiza,WooCommerce,Parfums,Parfums,,Silver Fist Warrior Deluxe Limited Edition pour Homme de Creation Lamis – Eau De Toilette 100 ml,200.0,99.0,51.0,En stock,Oui,0.0,,1,1,0.967,0.51,0.8938,1,5.303304908059076,mid-range,4,16,1,1,Premium,3.7352729627679335,1.570943543514975,2
Lasolda,WooCommerce,Automobile et bricolage,Automobile et bricolage,,Bas de porte isolant adhési...,49.0,99.0,51.0,En stock,Oui,0.0,,1,1,0.9636,0.51,0.8929,1,3.912023005428146,low-cost,3,0,1,4,Low-cost,2.359639536011793,2.496858482270824,3
Lasolda,WooCommerce,Maison,Maison,,Centrifugeuses Manuel Extra...,99.0,199.0,50.0,En stock,Oui,0.0,,1,1,0.9681,0.5,0.892,1,4.605170185988092,low-cost,3,13,1,1,Premium,2.939501706581989,2.0843919559714674,2
Lasolda,WooCommerce,Beauté & Sport,Beauté & Sport,,Set de flacons vides voyage...,49.0,99.0,51.0,En stock,Oui,0.0,,1,1,0.9542,0.51,0.8906,1,3.912023005428146,low-cost,3,2,1,4,Low-cost,2.3950804553033427,2.4999168211426706,3
Lhmiza,WooCommerce,Beauté,Beauté,,Épilateur de Sourcils Électrique 2 en 1 Mini Rasoir,200.0,95.0,53.0,En stock,Oui,0.0,,1,1,0.932,0.53,0.889,1,5.303304908059076,mid-range,4,1,1,1,Premium,3.416314084706661,1.5064734120222805,3
Lasolda,WooCommerce,Maison,Maison,,Range chaussures 12 paires ...,79.0,149.0,47.0,En stock,Oui,0.0,,1,1,0.9741,0.47,0.8875,1,4.382026634673881,low-cost,3,13,1,1,Premium,2.8033641529193534,2.1526270147001174,2
Lhmiza,WooCommerce,Montres & Bijoux,Montres & Bijoux,,Bracelet Manchette Élégant en Acier Inoxydable avec Charme Doré pour Femmes,300.0,165.0,45.0,En stock,Oui,0.0,,1,1,0.9887,0.45,0.8872,1,5.707110264748875,mid-range,4,15,1,1,Premium,3.833793269439984,1.140772152814765,2
Lhmiza,WooCommerce,Montres & Bijoux,Montres & Bijoux,,MINI FOCUS MF0168G Blanc – montre bracelet à Quartz pour hommes,300.0,169.0,44.0,En stock,Oui,0.0,,1,1,0.9887,0.44,0.8852,1,5.707110264748875,mid-range,4,15,1,1,Premium,3.820545190839089,1.1117413627340886,2
Lhmiza,WooCommerce,Montres & Bijoux,Montres & Bijoux,,MINI FOCUS MF0168G Noir – montre bracelet à Quartz pour hommes,300.0,169.0,44.0,En stock,Oui,0.0,,1,1,0.9887,0.44,0.8852,1,5.707110264748875,mid-range,4,15,1,1,Premium,3.820545190839089,1.1117413627340886,2
Lhmiza,WooCommerce,Beauté,Beauté,,Savon-Shampoing Vegan GIRKON Cheveux Anti-Chute Platyclatus,200.0,99.0,51.0,En stock,Oui,0.0,,1,1,0.932,0.51,0.885,1,5.303304908059076,mid-range,4,1,1,1,Premium,3.3898179275048714,1.448411831860928,3
Lhmiza,WooCommerce,Beauté,Beauté,,Tondeuse Rechargeable HTC AT-538,200.0,98.0,51.0,En stock,Oui,0.0,,1,1,0.932,0.51,0.885,1,5.303304908059076,mid-range,4,1,1,1,Premium,3.3898179275048714,1.448411831860928,3
Lhmiza,WooCommerce,Beauté,Beauté,,Tondeuse à Cheveux Rechargeable HTC AT-118,200.0,99.0,51.0,En stock,Oui,0.0,,1,1,0.932,0.51,0.885,1,5.303304908059076,mid-range,4,1,1,1,Premium,3.3898179275048714,1.448411831860928,3
Lhmiza,WooCommerce,Beauté,Beauté,,Disaar Poudre Organique Brune pour Épaissir les Cheveux,200.0,99.0,51.0,En stock,Oui,0.0,,1,1,0.932,0.51,0.885,1,5.303304908059076,mid-range,4,1,1,1,Premium,3.3898179275048714,1.448411831860928,3
Lhmiza,WooCommerce,Beauté,Beauté,,Disaar Poudre Organique Teinte Noire pour Épaissir les Cheveux,200.0,99.0,51.0,En stock,Oui,0.0,,1,1,0.932,0.51,0.885,1,5.303304908059076,mid-range,4,1,1,1,Premium,3.3898179275048714,1.448411831860928,3
Lhmiza,WooCommerce,Beauté,Beauté,,Sac à cosmétiques multifonctionnel en cuir idéal pour voyager,200.0,99.0,51.0,En stock,Oui,0.0,,1,1,0.932,0.51,0.885,1,5.303304908059076,mid-range,4,1,1,1,Premium,3.3898179275048714,1.448411831860928,3
Lhmiza,WooCommerce,Beauté,Beauté,,Épilateur électrique polyvalent portable 2 en 1 pour femme,200.0,99.0,51.0,En stock,Oui,0.0,,1,1,0.932,0.51,0.885,1,5.303304908059076,mid-range,4,1,1,1,Premium,3.3898179275048714,1.448411831860928,3
Lhmiza,WooCommerce,Beauté,Beauté,,David Beckham Instinct Gel Douche 200 ml,120.0,69.0,43.0,En stock,Oui,0.0,,1,1,0.9942,0.43,0.8846,1,4.795790545596741,mid-range,4,1,1,1,Premium,3.101864001040232,1.6160385848784036,3
Lhmiza,WooCommerce,Parfums,Parfums,,Chris Adams DX 77 Pour Homme,200.0,109.0,46.0,En stock,Oui,0.0,,1,1,0.967,0.46,0.8838,1,5.303304908059076,mid-range,4,16,1,1,Premium,3.669032569763461,1.4257895931115945,2
Lhmiza,WooCommerce,Montres & Bijoux,Montres & Bijoux,,CURREN 8265 Montre à Quartz pour Homme Noir,400.0,215.0,46.0,En stock,Oui,0.0,,1,1,0.963,0.46,0.8828,1,5.993961427306569,mid-range,4,15,1,1,Premium,3.957282594562821,0.9530330855799742,2
Lhmiza,WooCommerce,Parfums,Parfums,,Adidas Eau de Toilette UEFA Champions Edition Pour Homme 100ml,200.0,111.0,45.0,En stock,Oui,0.0,,1,1,0.967,0.45,0.8818,1,5.303304908059076,mid-range,4,16,1,1,Premium,3.6557844911625663,1.3967588030309182,2
Lhmiza,WooCommerce,Beauté,Beauté,,"Disaar Shampooing Colorant Marron pour Cheveux à base de ginseng et d’huile de serpent, pour Couvrir les Cheveux Gris-blancs",100.0,59.0,41.0,En stock,Oui,0.0,,1,1,0.9981,0.41,0.8815,1,4.61512051684126,low-cost,4,1,1,1,Premium,2.996360645229088,1.6825368009039352,3
Lhmiza,WooCommerce,Beauté,Beauté,,"Disaar Shampooing Colorant pour Cheveux à L’huile D’argan au Collagène, pour Couvrir les Cheveux Gris-blancs",100.0,59.0,41.0,En stock,Oui,0.0,,1,1,0.9981,0.41,0.8815,1,4.61512051684126,low-cost,4,1,1,1,Premium,2.996360645229088,1.6825368009039352,3
Lhmiza,WooCommerce,Montres & Bijoux,Montres & Bijoux,,CURREN 9020 Argenté Montre Femme avec Bracelet en Acier à Quartz Chiffres Romains,400.0,220.0,45.0,En stock,Oui,0.0,,1,1,0.963,0.45,0.8808,1,5.993961427306569,mid-range,4,15,1,1,Premium,3.944034515961927,0.924002295499298,2
Lhmiza,WooCommerce,Montres & Bijoux,Montres & Bijoux,,CURREN 9020 Doré-Noir Montre Femme avec Bracelet en Acier à Quartz Chiffres Romains,400.0,220.0,45.0,En stock,Oui,0.0,,1,1,0.963,0.45,0.8808,1,5.993961427306569,mid-range,4,15,1,1,Premium,3.944034515961927,0.924002295499298,2
Lasolda,WooCommerce,Beauté & Sport,Beauté & Sport,,Boule éponge,29.0,49.0,41.0,En stock,Oui,0.0,,1,1,0.9924,0.41,0.8801,1,3.4011973816621555,low-cost,3,2,1,4,Low-cost,2.06048110796177,2.5883803465375785,3
Lasolda,WooCommerce,Beauté & Sport,Beauté & Sport,,Collier cervical magnétique...,89.0,199.0,55.0,En stock,Oui,0.0,,1,1,0.8779,0.55,0.8795,1,4.499809670330265,low-cost,3,2,1,1,Premium,2.655666562065882,2.1489721878977304,3
Lhmiza,WooCommerce,Parfums,Parfums,,Ulric de Varens Varensia Femme Eau de Parfum 50 ml,200.0,115.0,43.0,En stock,Oui,0.0,,1,1,0.967,0.43,0.8778,1,5.303304908059076,mid-range,4,16,1,1,Premium,3.6292883339607767,1.3386972228695655,2
Lhmiza,WooCommerce,Beauté,Beauté,,Huile Ayurvédique Kesh King Solution Anti-Chute,125.0,75.0,40.0,En stock,Oui,0.0,,1,1,0.9903,0.4,0.8776,1,4.836281906951478,mid-range,4,1,1,1,Premium,3.0773858891642427,1.4979781207948906,3
Lhmiza,WooCommerce,Montres & Bijoux,Montres & Bijoux,,Bracelet en acier inoxydable au design exclusif avec une boussole octogonale,300.0,179.0,40.0,En stock,Oui,0.0,,1,1,0.9887,0.4,0.8772,1,5.707110264748875,mid-range,4,15,1,1,Premium,3.76755287643551,0.995618202411384,2
Lhmiza,WooCommerce,Parfums,Parfums,,Chris Adams CA Man 100ml Pour Homme,150.0,89.0,41.0,En stock,Oui,0.0,,1,1,0.9796,0.41,0.8769,1,5.017279836814924,mid-range,4,16,1,1,Premium,3.482834979294913,1.4842351628158716,2
Lhmiza,WooCommerce,Montres & Bijoux,Montres & Bijoux,,SINOBI 9803 bleu ciel femmes montres à Quartz Design Original petit,400.0,230.0,43.0,En stock,Oui,0.0,,1,1,0.963,0.43,0.8768,1,5.993961427306569,mid-range,4,15,1,1,Premium,3.9175383587601376,0.8659407153379456,2
Lhmiza,WooCommerce,Montres & Bijoux,Montres & Bijoux,,SINOBI 9794 Vert montre de mode Genève concepteur dames montre de luxe marque diamant Quartz or montres cadeaux pour les femmes,400.0,230.0,43.0,En stock,Oui,0.0,,1,1,0.963,0.43,0.8768,1,5.993961427306569,mid-range,4,15,1,1,Premium,3.9175383587601376,0.8659407153379456,2
Lhmiza,WooCommerce,Montres & Bijoux,Montres & Bijoux,,SINOBI 9794 Champagne Or montre de mode Genève concepteur dames montre de luxe marque diamant Quartz,400.0,230.0,43.0,En stock,Oui,0.0,,1,1,0.963,0.43,0.8768,1,5.993961427306569,mid-range,4,15,1,1,Premium,3.9175383587601376,0.8659407153379456,2
Lhmiza,WooCommerce,Beauté,Beauté,,Kit de Manucure 16 en 1 Ensemble de Pédicure Professionnel,180.0,99.0,45.0,En stock,Oui,0.0,,1,1,0.9398,0.45,0.875,1,5.198497031265826,mid-range,4,1,1,1,Premium,3.269015564956952,1.3521353637314966,3
Lhmiza,WooCommerce,Parfums,Parfums,,Mauboussin Promise Me – Déodorant Femme 200 ml,200.0,119.0,41.0,En stock,Oui,0.0,,1,1,0.967,0.41,0.8738,1,5.303304908059076,mid-range,4,16,1,1,Premium,3.6027921767589874,1.280635642708213,2
Lhmiza,WooCommerce,Parfums,Parfums,,Mauboussin Pour Lui – Déodorant Homme 200 ml,200.0,119.0,41.0,En stock,Oui,0.0,,1,1,0.967,0.41,0.8738,1,5.303304908059076,mid-range,4,16,1,1,Premium,3.6027921767589874,1.280635642708213,2
Lhmiza,WooCommerce,Parfums,Parfums,,Mauboussin Private Club – Déodorant Spray Homme 200 ml,200.0,119.0,41.0,En stock,Oui,0.0,,1,1,0.967,0.41,0.8738,1,5.303304908059076,mid-range,4,16,1,1,Premium,3.6027921767589874,1.280635642708213,2
Lhmiza,WooCommerce,Parfums,Parfums,,Mauboussin Cristal Oud – Déodorant Spray Homme 200 ml,200.0,119.0,41.0,En stock,Oui,0.0,,1,1,0.967,0.41,0.8738,1,5.303304908059076,mid-range,4,16,1,1,Premium,3.6027921767589874,1.280635642708213,2
Lhmiza,WooCommerce,Parfums,Parfums,,LifeTime Eau De Parfum Pour Homme,200.0,119.0,41.0,En stock,Oui,0.0,,1,1,0.967,0.41,0.8738,1,5.303304908059076,mid-range,4,16,1,1,Premium,3.6027921767589874,1.280635642708213,2
Lhmiza,WooCommerce,Parfums,Parfums,,Illustrious Deluxe Limited Edition pour Homme de Creation Lamis – Eau de Toilette 100 Ml,200.0,119.0,41.0,En stock,Oui,0.0,,1,1,0.967,0.41,0.8738,1,5.303304908059076,mid-range,4,16,1,1,Premium,3.6027921767589874,1.280635642708213,2
Lhmiza,WooCommerce,Parfums,Parfums,,CA Dreamz Blue pour Homme de Chris Adams – Eau de Parfum 100 ml,200.0,119.0,41.0,En stock,Oui,0.0,,1,1,0.967,0.41,0.8738,1,5.303304908059076,mid-range,4,16,1,1,Premium,3.6027921767589874,1.280635642708213,2
Lhmiza,WooCommerce,Parfums,Parfums,,CA Dreamz pour Homme de Chris Adams – Eau de Parfum 100 ml,200.0,119.0,41.0,En stock,Oui,0.0,,1,1,0.967,0.41,0.8738,1,5.303304908059076,mid-range,4,16,1,1,Premium,3.6027921767589874,1.280635642708213,2
Lhmiza,WooCommerce,Beauté,Beauté,,Tonique Capillaire Balea Men Power Effect Coffein Boost – Anti-Chute et Stimulant,200.0,110.0,45.0,En stock,Oui,0.0,,1,1,0.932,0.45,0.873,1,5.303304908059076,mid-range,4,1,1,1,Premium,3.310329455899504,1.274227091376871,3
Lhmiza,WooCommerce,Beauté,Beauté,,2 Pcs Rouge à Lèvres Magique peel off Kiss Beauty,120.0,76.0,37.0,En stock,Oui,0.0,,1,1,0.9942,0.37,0.8726,1,4.795790545596741,mid-range,4,1,1,1,Premium,3.022375529434864,1.4418538443943465,3
Lhmiza,WooCommerce,Parfums,Parfums,,Viva Luck Femme – Eau de Toilette 100 ML,200.0,120.0,40.0,En stock,Oui,0.0,,1,1,0.967,0.4,0.8718,1,5.303304908059076,mid-range,4,16,1,1,Premium,3.589544098158093,1.251604852627537,2
Lhmiza,WooCommerce,Parfums,Parfums,,Chris Adams CA Dreamz Eau de parfum pour femme,200.0,120.0,40.0,En stock,Oui,0.0,,1,1,0.967,0.4,0.8718,1,5.303304908059076,mid-range,4,16,1,1,Premium,3.589544098158093,1.251604852627537,2
Lhmiza,WooCommerce,Montres & Bijoux,Montres & Bijoux,,Mini Focus MF0159L Bleu Montre à Quartz analogique pour Femme avec Bracelet en Cuir,500.0,250.0,50.0,En stock,Oui,0.0,,1,1,0.8857,0.5,0.8714,1,6.2166061010848646,mid-range,4,15,1,1,Premium,4.051713036321261,0.8457281086565813,2
Lhmiza,WooCommerce,Montres & Bijoux,Montres & Bijoux,,Mini Focus MF0159L Noir Montre à Quartz analogique pour Femme avec Bracelet en Cuir,500.0,250.0,50.0,En stock,Oui,0.0,,1,1,0.8857,0.5,0.8714,1,6.2166061010848646,mid-range,4,15,1,1,Premium,4.051713036321261,0.8457281086565813,2
Lhmiza,WooCommerce,Montres & Bijoux,Montres & Bijoux,,SKMEI 1543 Mode Simple Vert lumineux LED Montre Femme bracelet électronique en acier Argenté,300.0,189.0,37.0,En stock,Oui,0.0,,1,1,0.9887,0.37,0.8712,1,5.707110264748875,mid-range,4,15,1,1,Premium,3.7278086406328255,0.9085258321693552,2
Lhmiza,WooCommerce,Montres & Bijoux,Montres & Bijoux,,SKMEI 1543 Mode Simple Vert lumineux LED Montre Femme bracelet électronique en acier Or,300.0,189.0,37.0,En stock,Oui,0.0,,1,1,0.9887,0.37,0.8712,1,5.707110264748875,mid-range,4,15,1,1,Premium,3.7278086406328255,0.9085258321693552,2
Lhmiza,WooCommerce,Montres & Bijoux,Montres & Bijoux,,SKMEI 1543 Mode Simple Vert lumineux LED Montre Femme bracelet électronique en acier Or Rose,300.0,189.0,37.0,En stock,Oui,0.0,,1,1,0.9887,0.37,0.8712,1,5.707110264748875,mid-range,4,15,1,1,Premium,3.7278086406328255,0.9085258321693552,2
Lasolda,WooCommerce,Beauté & Sport,Beauté & Sport,,Lip Plumper – Rend Le...,89.0,179.0,50.0,En stock,Oui,0.0,,1,1,0.8779,0.5,0.8695,1,4.499809670330265,low-cost,3,2,1,1,Premium,2.5894261690614093,2.00381823749435,3
Lhmiza,WooCommerce,Parfums,Parfums,,Chris Adams CA Classic pour homme 100 ml,150.0,95.0,37.0,En stock,Oui,0.0,,1,1,0.9796,0.37,0.8689,1,5.017279836814924,mid-range,4,16,1,1,Premium,3.4298426648913347,1.368112002493167,2
Lasolda,WooCommerce,Beauté & Sport,Beauté & Sport,,Kit Nettoyage Visage,79.0,149.0,47.0,En stock,Oui,0.0,,1,1,0.8969,0.47,0.8682,1,4.382026634673881,low-cost,3,2,1,1,Premium,2.51075164608964,2.013655143796305,3
Lhmiza,WooCommerce,Parfums,Parfums,,Lonkoom City Classic London Pour Homme 100ml – Eau de Cologne,200.0,125.0,38.0,En stock,Oui,0.0,,1,1,0.967,0.38,0.8678,1,5.303304908059076,mid-range,4,16,1,1,Premium,3.563047940956304,1.1935432724661843,2
Lhmiza,WooCommerce,Parfums,Parfums,,Lonkoom City Amazing New York Pour Femme 100ml – Eau de Parfum,200.0,125.0,38.0,En stock,Oui,0.0,,1,1,0.967,0.38,0.8678,1,5.303304908059076,mid-range,4,16,1,1,Premium,3.563047940956304,1.1935432724661843,2
Lhmiza,WooCommerce,Parfums,Parfums,,CHRIS ADAMS Rebellion Pour Homme – Eau de Toilette – 100 ml,200.0,125.0,38.0,En stock,Oui,0.0,,1,1,0.967,0.38,0.8678,1,5.303304908059076,mid-range,4,16,1,1,Premium,3.563047940956304,1.1935432724661843,2
Lhmiza,WooCommerce,Montres & Bijoux,Montres & Bijoux,,SANDA P206L Marron Montre Femme Simple étanche ceinture en Cuir à Quartz,400.0,250.0,38.0,En stock,Oui,0.0,,1,1,0.963,0.38,0.8668,1,5.993961427306569,mid-range,4,15,1,1,Premium,3.851297965755665,0.7207867649345645,2
Lhmiza,WooCommerce,Montres & Bijoux,Montres & Bijoux,,SANDA P206L Rouge Montre Femme Simple étanche ceinture en Cuir à Quartz,400.0,250.0,38.0,En stock,Oui,0.0,,1,1,0.963,0.38,0.8668,1,5.993961427306569,mid-range,4,15,1,1,Premium,3.851297965755665,0.7207867649345645,2
Lhmiza,WooCommerce,Montres & Bijoux,Montres & Bijoux,,CRRJU 2165 Or Montre analogique à quartz pour femme avec bracelet en acier inoxydable,400.0,250.0,38.0,En stock,Oui,0.0,,1,1,0.963,0.38,0.8668,1,5.993961427306569,mid-range,4,15,1,1,Premium,3.851297965755665,0.7207867649345645,2
Lhmiza,WooCommerce,Montres & Bijoux,Montres & Bijoux,,CRRJU 2165 Rose Montre analogique à quartz pour femme avec bracelet en acier inoxydable,400.0,250.0,38.0,En stock,Oui,0.0,,1,1,0.963,0.38,0.8668,1,5.993961427306569,mid-range,4,15,1,1,Premium,3.851297965755665,0.7207867649345645,2
Lhmiza,WooCommerce,Montres & Bijoux,Montres & Bijoux,,SKMEI 1961 Bronze Noir Montre pour hommes de luxe,400.0,249.0,38.0,En stock,Oui,0.0,,1,1,0.963,0.38,0.8668,1,5.993961427306569,mid-range,4,15,1,1,Premium,3.851297965755665,0.7207867649345645,2
Lhmiza,WooCommerce,Montres & Bijoux,Montres & Bijoux,,MINI FOCUS MF0102G Noir – montre à Quartz en cuir véritable pour hommes chronographe,400.0,250.0,38.0,En stock,Oui,0.0,,1,1,0.963,0.38,0.8668,1,5.993961427306569,mid-range,4,15,1,1,Premium,3.851297965755665,0.7207867649345645,2
Lhmiza,WooCommerce,Montres & Bijoux,Montres & Bijoux,,Fashion DOM LP-205L Blanche Femme Montre-bracelet 30m Étanche Cadran Creux,400.0,250.0,38.0,En stock,Oui,0.0,,1,1,0.963,0.38,0.8668,1,5.993961427306569,mid-range,4,15,1,1,Premium,3.851297965755665,0.7207867649345645,2
Lhmiza,WooCommerce,Montres & Bijoux,Montres & Bijoux,,Parure Xuping Dorée Étoile de Mer Beige Inoxydable,250.0,164.0,34.0,En stock,Oui,0.0,,1,1,0.9952,0.34,0.8668,1,5.525452939131784,mid-range,4,15,1,1,Premium,3.610750679997584,0.9493313644529172,2
Lhmiza,WooCommerce,Montres & Bijoux,Montres & Bijoux,,Parure Xuping Dorée Inoxydable Design Ajouré Chic,250.0,164.0,34.0,En stock,Oui,0.0,,1,1,0.9952,0.34,0.8668,1,5.525452939131784,mid-range,4,15,1,1,Premium,3.610750679997584,0.9493313644529172,2
Lhmiza,WooCommerce,Montres & Bijoux,Montres & Bijoux,,Parure Xuping Dorée Étoile de Mer Bleue Inoxydable,250.0,164.0,34.0,En stock,Oui,0.0,,1,1,0.9952,0.34,0.8668,1,5.525452939131784,mid-range,4,15,1,1,Premium,3.610750679997584,0.9493313644529172,2
Lhmiza,WooCommerce,Montres & Bijoux,Montres & Bijoux,,Parure Xuping Dorée Inoxydable avec Zircons Chaine,250.0,164.0,34.0,En stock,Oui,0.0,,1,1,0.9952,0.34,0.8668,1,5.525452939131784,mid-range,4,15,1,1,Premium,3.610750679997584,0.9493313644529172,2
Lhmiza,WooCommerce,Montres & Bijoux,Montres & Bijoux,,Montre SKMEI 1400 Noir pour femmes,400.0,250.0,38.0,En stock,Oui,0.0,,1,1,0.963,0.38,0.8668,1,5.993961427306569,mid-range,4,15,1,1,Premium,3.851297965755665,0.7207867649345645,2
Lhmiza,WooCommerce,Montres & Bijoux,Montres & Bijoux,,Montre SKMEI 1400 Argenté pour femmes,400.0,250.0,38.0,En stock,Oui,0.0,,1,1,0.963,0.38,0.8668,1,5.993961427306569,mid-range,4,15,1,1,Premium,3.851297965755665,0.7207867649345645,2
Lhmiza,WooCommerce,Montres & Bijoux,Montres & Bijoux,,MINI FOCUS MF0102G Bleu – montre à Quartz en cuir véritable pour hommes chronographe,400.0,250.0,38.0,En stock,Oui,0.0,,1,1,0.963,0.38,0.8668,1,5.993961427306569,mid-range,4,15,1,1,Premium,3.851297965755665,0.7207867649345645,2
Lhmiza,WooCommerce,Montres & Bijoux,Montres & Bijoux,,SINOBI pour dames Argenté Noir en acier inoxydable montre élégante de luxe nouvelle montre à Quartz pour femmes,400.0,250.0,38.0,En stock,Oui,0.0,,1,1,0.963,0.38,0.8668,1,5.993961427306569,mid-range,4,15,1,1,Premium,3.851297965755665,0.7207867649345645,2
Lhmiza,WooCommerce,Montres & Bijoux,Montres & Bijoux,,SANDA P206L Rose Montre Femme Simple étanche ceinture en Cuir à Quartz,400.0,250.0,38.0,En stock,Oui,0.0,,1,1,0.963,0.38,0.8668,1,5.993961427306569,mid-range,4,15,1,1,Premium,3.851297965755665,0.7207867649345645,2
Lhmiza,WooCommerce,Montres & Bijoux,Montres & Bijoux,,SANDA P206L Grenat Montre Femme Simple étanche ceinture en Cuir à Quartz,400.0,250.0,38.0,En stock,Oui,0.0,,1,1,0.963,0.38,0.8668,1,5.993961427306569,mid-range,4,15,1,1,Premium,3.851297965755665,0.7207867649345645,2
Lhmiza,WooCommerce,Montres & Bijoux,Montres & Bijoux,,Fashion DOM LP-205L Noir Femme Montre-bracelet 30m Étanche Cadran Creux,400.0,250.0,38.0,En stock,Oui,0.0,,1,1,0.963,0.38,0.8668,1,5.993961427306569,mid-range,4,15,1,1,Premium,3.851297965755665,0.7207867649345645,2
